"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by hanging and strangulation"	"E963"	3	551000	0.5 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	4	551000	0.7 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	4	551000	0.7 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	19	551000	3.4 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Late effect of injury purposely inflicted by other person"	"E969"	1	551000	0.2 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"			31	551000	5.6
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	4	571000	0.7 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	4	571000	0.7 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by cutting and piercing instruments"	"E966"	4	571000	0.7 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	23	571000	4.0
"Total"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"			35	571000	6.1
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Fight, brawl, rape"	"E960"	1	594000	0.2 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by hanging and strangulation"	"E963"	1	594000	0.2 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by firearms and explosives"	"E965"	13	594000	2.2 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by cutting and piercing instruments"	"E966"	5	594000	0.8 (Unreliable)
	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	19	594000	3.2 (Unreliable)
"Total"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"			39	594000	6.6
"Total"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"					317	5499957	5.8
"Total"	"85+ years"	"85+"	"Male"	"M"							406	6055379	6.7
"Total"	"85+ years"	"85+"									797	18203901	4.4
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"			4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	3	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"			6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by firearms and explosives"	"E965"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"			3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"			4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"			2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by hanging and strangulation"	"E963"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by submersion (drowning)"	"E964"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"			4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by hanging and strangulation"	"E963"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1974"	"1974"			3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1975"	"1975"			3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1976"	"1976"			1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1977"	"1977"			4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"	"Assault by firearms and explosives"	"E965"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"	"1978"	"1978"			1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Black or African American"	"2054-5"					35	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1968"	"1968"			1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1976"	"1976"			1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"	"1977"	"1977"			1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"Other Race"	"2131-1"					3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Assault by hanging and strangulation"	"E963"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"	"Assault by other and unspecified means"	"E968"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1968"	"1968"			5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Assault by hanging and strangulation"	"E963"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Assault by submersion (drowning)"	"E964"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	3	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1969"	"1969"			8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	3	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1970"	"1970"			3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Assault by submersion (drowning)"	"E964"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1971"	"1971"			8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Assault by hanging and strangulation"	"E963"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"	"Assault by other and unspecified means"	"E968"	4	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1972"	"1972"			8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Assault by hanging and strangulation"	"E963"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	3	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1973"	"1973"			6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"	"Assault by other and unspecified means"	"E968"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1974"	"1974"			4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Assault by hanging and strangulation"	"E963"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"			9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Assault by hanging and strangulation"	"E963"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"			6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Assault by poisoning"	"E962"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Assault by cutting and piercing instruments"	"E966"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"			7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Assault by hanging and strangulation"	"E963"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Assault by firearms and explosives"	"E965"	8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Assault by other and unspecified means"	"E968"	5	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"			17	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"White"	"2106-3"					81	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"							119	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by firearms and explosives"	"E965"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"			2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by firearms and explosives"	"E965"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Assault by other and unspecified means"	"E968"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"			7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by firearms and explosives"	"E965"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by cutting and piercing instruments"	"E966"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Assault by other and unspecified means"	"E968"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"			6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by firearms and explosives"	"E965"	6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Assault by other and unspecified means"	"E968"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"			9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Assault by firearms and explosives"	"E965"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"			2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by submersion (drowning)"	"E964"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by firearms and explosives"	"E965"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by cutting and piercing instruments"	"E966"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"	"Assault by other and unspecified means"	"E968"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1973"	"1973"			10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by submersion (drowning)"	"E964"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by firearms and explosives"	"E965"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1974"	"1974"			4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by firearms and explosives"	"E965"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"	"Assault by other and unspecified means"	"E968"	3	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1975"	"1975"			8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by firearms and explosives"	"E965"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by cutting and piercing instruments"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"	"Assault by other and unspecified means"	"E968"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1976"	"1976"			4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Fight, brawl, rape"	"E960"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by hanging and strangulation"	"E963"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by firearms and explosives"	"E965"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"	"Assault by other and unspecified means"	"E968"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Male"	"M"	"Black or African American"	"2054-5"	"1977"	"1977"			7	Not Applicable	Not Applicable
