"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1984"	"1984"	"Black or African American"	"2054-5"			6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1984"	"1984"	"Other Race"	"2131-1"	"Assault by cutting and piercing instrument"	"E966"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1984"	"1984"	"Other Race"	"2131-1"			1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1984"	"1984"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1984"	"1984"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1984"	"1984"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1984"	"1984"	"White"	"2106-3"	"Fire"	"E968.0"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1984"	"1984"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1984"	"1984"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1984"	"1984"	"White"	"2106-3"	"Other specified means"	"E968.8"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1984"	"1984"	"White"	"2106-3"	"Unspecified means"	"E968.9"	4	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1984"	"1984"	"White"	"2106-3"			15	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1984"	"1984"					22	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1985"	"1985"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1985"	"1985"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1985"	"1985"	"Black or African American"	"2054-5"			3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Other specified means"	"E968.8"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"	"Unspecified means"	"E968.9"	3	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1985"	"1985"	"White"	"2106-3"			12	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1985"	"1985"					15	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"Shotgun"	"E965.1"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"By unspecified person"	"E967.9"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"Black or African American"	"2054-5"			3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Shotgun"	"E965.1"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Hunting rifle"	"E965.2"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"By unspecified person"	"E967.9"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Other specified means"	"E968.8"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"	"Unspecified means"	"E968.9"	3	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"	"White"	"2106-3"			19	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1986"	"1986"					22	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"Black or African American"	"2054-5"			5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"Other Race"	"2131-1"	"Unspecified means"	"E968.9"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"Other Race"	"2131-1"			1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Handgun"	"E965.0"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Shotgun"	"E965.1"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"By unspecified person"	"E967.9"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Other specified means"	"E968.8"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"	"Unspecified means"	"E968.9"	6	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"	"White"	"2106-3"			27	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1987"	"1987"					33	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Fire"	"E968.0"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"Black or African American"	"2054-5"			9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Handgun"	"E965.0"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Fire"	"E968.0"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"	"Unspecified means"	"E968.9"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"	"White"	"2106-3"			16	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1988"	"1988"					25	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Striking by blunt or thrown object"	"E968.2"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Other specified means"	"E968.8"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"Black or African American"	"2054-5"			7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"Other Race"	"2131-1"	"Other and unspecified firearm"	"E965.4"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"Other Race"	"2131-1"			1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Handgun"	"E965.0"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"	"Unspecified means"	"E968.9"	4	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"	"White"	"2106-3"			20	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1989"	"1989"					28	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"Black or African American"	"2054-5"			3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Assault by submersion (drowning)"	"E964"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Shotgun"	"E965.1"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Hunting rifle"	"E965.2"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"By parent"	"E967.0"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"	"Unspecified means"	"E968.9"	10	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"	"White"	"2106-3"			23	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1990"	"1990"					26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1991"	"1991"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1991"	"1991"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1991"	"1991"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1991"	"1991"	"Black or African American"	"2054-5"			4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1991"	"1991"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1991"	"1991"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1991"	"1991"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1991"	"1991"	"White"	"2106-3"	"Striking by blunt or thrown object"	"E968.2"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1991"	"1991"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1991"	"1991"	"White"	"2106-3"	"Other specified means"	"E968.8"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1991"	"1991"	"White"	"2106-3"	"Unspecified means"	"E968.9"	6	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1991"	"1991"	"White"	"2106-3"			21	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1991"	"1991"					25	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"	"Black or African American"	"2054-5"			5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"	"Other Race"	"2131-1"	"Criminal neglect"	"E968.4"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"	"Other Race"	"2131-1"			1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"	"White"	"2106-3"	"Other specified means"	"E968.8"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"	"White"	"2106-3"	"Unspecified means"	"E968.9"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"	"White"	"2106-3"			10	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1992"	"1992"					16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"Black or African American"	"2054-5"	"Shotgun"	"E965.1"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"Black or African American"	"2054-5"	"Unspecified means"	"E968.9"	2	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"Black or African American"	"2054-5"			5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"Other Race"	"2131-1"	"Criminal neglect"	"E968.4"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"Other Race"	"2131-1"			1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"White"	"2106-3"	"Handgun"	"E965.0"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"White"	"2106-3"	"Unspecified means"	"E968.9"	5	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"	"White"	"2106-3"			15	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1993"	"1993"					21	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"	"Black or African American"	"2054-5"	"Assault by hanging and strangulation"	"E963"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"	"Black or African American"	"2054-5"			4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"	"Other Race"	"2131-1"	"Unspecified means"	"E968.9"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"	"Other Race"	"2131-1"			1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"	"White"	"2106-3"	"Assault by hanging and strangulation"	"E963"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"	"White"	"2106-3"	"Other and unspecified firearm"	"E965.4"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"	"White"	"2106-3"	"Assault by cutting and piercing instrument"	"E966"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"	"White"	"2106-3"	"Criminal neglect"	"E968.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"	"White"	"2106-3"	"Unspecified means"	"E968.9"	4	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"	"White"	"2106-3"	"Late effects of injury purposely inflicted by other person"	"E969"	1	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"	"White"	"2106-3"			12	Not Applicable	Not Applicable
"Total"	"Not Stated"	"NS"	"Female"	"F"	"1994"	"1994"					17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1995"	"1995"	"Black or African American"	"2054-5"	"Other and unspecified firearm"	"E965.4"	1	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1995"	"1995"	"Black or African American"	"2054-5"	"Assault by cutting and piercing instrument"	"E966"	2	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Female"	"F"	"1995"	"1995"	"Black or African American"	"2054-5"	"Striking by blunt or thrown object"	"E968.2"	1	Not Applicable	Not Applicable
